# Logfile created on 2026-09-09 20:59:11 +0200 by logger.rb/v1.5.3
2026-09-09 20:59:11 +0200: Memory Usage (457352K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_chip/flow/regress/AION_a21oi_nor2_1/AION_a21oi_nor2_1.gds
2026-09-09 20:59:11 +0200: Memory Usage (457352K) : Ruby Version for klayout: 3.2.3
2026-09-09 20:59:11 +0200: Memory Usage (458516K) : Loading database to memory is complete.
2026-09-09 20:59:11 +0200: Memory Usage (458516K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_chip/flow/regress/AION_a21oi_nor2_1/drc/AION_a21oi_nor2_1.klayout.drc/AION_a21oi_nor2_1_AION_a21oi_nor2_1_sealring.lyrdb
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : Evaluate switches.
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : tables selected: sealring
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : deep mode is enabled.
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : FEOL enabled: false
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : BEOL enabled: false
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : OFFGRID enabled: true
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : ANGLE enabled: true
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : PIN enabled: false
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : FORBIDDEN enabled: false
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : RECOMMENDED enabled: true
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : PreCheck DRC enabled: false
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : CONNECTIVITY_RULES enabled: false.
2026-09-09 20:59:11 +0200: Memory Usage (458708K) : Read in polygons from layers.
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_drw has 5 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_pin has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_mask has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_filler has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_nofill has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_opc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_iopc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : activ_noqrc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : biwind_drw has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : biwind_opc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : pemwind_drw has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : gatpoly_drw has 10 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : gatpoly_pin has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : gatpoly_filler has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : gatpoly_nofill has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : gatpoly_opc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : gatpoly_iopc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : gatpoly_noqrc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459668K) : cont_drw has 40 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459828K) : cont_opc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459828K) : nsd_drw has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459828K) : nsd_block has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459828K) : metal1_drw has 23 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459828K) : metal1_pin has 7 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459828K) : metal1_mask has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459988K) : metal1_filler has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459988K) : metal1_nofill has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (459988K) : metal1_slit has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460340K) : metal1_text has 7 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460340K) : metal1_opc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460340K) : metal1_noqrc has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460500K) : metal1_res has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460500K) : metal1_iprobe has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460500K) : metal1_diffprb has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460660K) : passiv_drw has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460660K) : passiv_pin has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460660K) : passiv_sbump has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : passiv_pillar has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : passiv_pdl has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_drw has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_pin has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_mask has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_filler has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_nofill has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_slit has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_text has 0 polygons
2026-09-09 20:59:11 +0200: Memory Usage (460820K) : metal2_opc has 0 polygons
