# Logfile created on 2026-09-09 20:59:10 +0200 by logger.rb/v1.5.3
2026-09-09 20:59:10 +0200: Memory Usage (456832K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_chip/flow/regress/AION_a21oi_nor2_1/AION_a21oi_nor2_1.gds
2026-09-09 20:59:10 +0200: Memory Usage (456832K) : Ruby Version for klayout: 3.2.3
2026-09-09 20:59:10 +0200: Memory Usage (457760K) : Loading database to memory is complete.
2026-09-09 20:59:10 +0200: Memory Usage (457760K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_chip/flow/regress/AION_a21oi_nor2_1/drc/AION_a21oi_nor2_1.klayout.drc/AION_a21oi_nor2_1_AION_a21oi_nor2_1_topmetal2filler.lyrdb
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : Evaluate switches.
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : tables selected: topmetal2filler
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : deep mode is enabled.
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : FEOL enabled: false
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : BEOL enabled: false
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : OFFGRID enabled: true
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : ANGLE enabled: true
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : PIN enabled: false
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : FORBIDDEN enabled: false
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : RECOMMENDED enabled: true
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : PreCheck DRC enabled: false
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : CONNECTIVITY_RULES enabled: false.
2026-09-09 20:59:10 +0200: Memory Usage (457952K) : Read in polygons from layers.
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_drw has 5 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_pin has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_mask has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_filler has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_nofill has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_opc has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_iopc has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : activ_noqrc has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : biwind_drw has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : biwind_opc has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : pemwind_drw has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : gatpoly_drw has 10 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : gatpoly_pin has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : gatpoly_filler has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : gatpoly_nofill has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : gatpoly_opc has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : gatpoly_iopc has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : gatpoly_noqrc has 0 polygons
2026-09-09 20:59:10 +0200: Memory Usage (458892K) : cont_drw has 40 polygons
