# Logfile created on 2026-09-09 20:59:20 +0200 by logger.rb/v1.5.3
2026-09-09 20:59:20 +0200: Memory Usage (457268K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_chip/flow/regress/AION_a21oi_nor2_1/baseline/reference_AION_a21oi_nor2_1.gds
2026-09-09 20:59:20 +0200: Memory Usage (457268K) : Ruby Version for klayout: 3.2.3
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : Loading database to memory is complete.
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_chip/flow/regress/AION_a21oi_nor2_1/baseline/drc/reference_AION_a21oi_nor2_1.klayout.drc/reference_AION_a21oi_nor2_1_reference_AION_a21oi_nor2_1_topvia2.lyrdb
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : Evaluate switches.
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : tables selected: topvia2
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : deep mode is enabled.
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : FEOL enabled: false
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : BEOL enabled: false
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : OFFGRID enabled: true
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : ANGLE enabled: true
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : PIN enabled: false
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : FORBIDDEN enabled: false
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : RECOMMENDED enabled: true
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : PreCheck DRC enabled: false
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : CONNECTIVITY_RULES enabled: false.
2026-09-09 20:59:20 +0200: Memory Usage (458628K) : Read in polygons from layers.
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_drw has 6 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_pin has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_mask has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_filler has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_nofill has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_opc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_iopc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : activ_noqrc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : biwind_drw has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : biwind_opc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459396K) : pemwind_drw has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : gatpoly_drw has 5 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : gatpoly_pin has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : gatpoly_filler has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : gatpoly_nofill has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : gatpoly_opc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : gatpoly_iopc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : gatpoly_noqrc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459588K) : cont_drw has 49 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459748K) : cont_opc has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459748K) : nsd_drw has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459748K) : nsd_block has 0 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459940K) : metal1_drw has 16 polygons
2026-09-09 20:59:20 +0200: Memory Usage (459940K) : metal1_pin has 7 polygons
