# Logfile created on 2026-09-09 20:57:31 +0200 by logger.rb/v1.5.3
2026-09-09 20:57:31 +0200: Memory Usage (457272K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/AION_nand2_o21ai_0.gds
2026-09-09 20:57:31 +0200: Memory Usage (457272K) : Ruby Version for klayout: 3.2.3
2026-09-09 20:57:31 +0200: Memory Usage (458200K) : Loading database to memory is complete.
2026-09-09 20:57:31 +0200: Memory Usage (458200K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/drc/AION_nand2_o21ai_0.klayout.drc/AION_nand2_o21ai_0_AION_nand2_o21ai_0_topmetal2.lyrdb
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : Evaluate switches.
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : tables selected: topmetal2
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : deep mode is enabled.
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : FEOL enabled: false
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : BEOL enabled: false
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : OFFGRID enabled: true
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : ANGLE enabled: true
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : PIN enabled: false
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : FORBIDDEN enabled: false
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : RECOMMENDED enabled: true
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : PreCheck DRC enabled: false
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : CONNECTIVITY_RULES enabled: false.
2026-09-09 20:57:31 +0200: Memory Usage (458392K) : Read in polygons from layers.
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_drw has 5 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_pin has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_mask has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_filler has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_nofill has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_opc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_iopc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : activ_noqrc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : biwind_drw has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : biwind_opc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : pemwind_drw has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : gatpoly_drw has 10 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : gatpoly_pin has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : gatpoly_filler has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : gatpoly_nofill has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : gatpoly_opc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : gatpoly_iopc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : gatpoly_noqrc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : cont_drw has 41 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : cont_opc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : nsd_drw has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459160K) : nsd_block has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459320K) : metal1_drw has 23 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459320K) : metal1_pin has 6 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459320K) : metal1_mask has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459320K) : metal1_filler has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459480K) : metal1_nofill has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (459480K) : metal1_slit has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460024K) : metal1_text has 6 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460024K) : metal1_opc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460024K) : metal1_noqrc has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460184K) : metal1_res has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460184K) : metal1_iprobe has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460184K) : metal1_diffprb has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460344K) : passiv_drw has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460344K) : passiv_pin has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460344K) : passiv_sbump has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460504K) : passiv_pillar has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460504K) : passiv_pdl has 0 polygons
2026-09-09 20:57:31 +0200: Memory Usage (460504K) : metal2_drw has 1 polygons
