# Logfile created on 2026-09-09 20:57:30 +0200 by logger.rb/v1.5.3
2026-09-09 20:57:30 +0200: Memory Usage (457296K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/AION_nand2_o21ai_0.gds
2026-09-09 20:57:30 +0200: Memory Usage (457296K) : Ruby Version for klayout: 3.2.3
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : Loading database to memory is complete.
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/drc/AION_nand2_o21ai_0.klayout.drc/AION_nand2_o21ai_0_AION_nand2_o21ai_0_topmetal2filler.lyrdb
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : Evaluate switches.
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : tables selected: topmetal2filler
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : deep mode is enabled.
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : FEOL enabled: false
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : BEOL enabled: false
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : OFFGRID enabled: true
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : ANGLE enabled: true
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : PIN enabled: false
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : FORBIDDEN enabled: false
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : RECOMMENDED enabled: true
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : PreCheck DRC enabled: false
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : CONNECTIVITY_RULES enabled: false.
2026-09-09 20:57:30 +0200: Memory Usage (458416K) : Read in polygons from layers.
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_drw has 5 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_mask has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_filler has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_nofill has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_iopc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : activ_noqrc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : biwind_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : biwind_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : pemwind_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : gatpoly_drw has 10 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : gatpoly_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : gatpoly_filler has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : gatpoly_nofill has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : gatpoly_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : gatpoly_iopc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : gatpoly_noqrc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459376K) : cont_drw has 41 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459536K) : cont_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459536K) : nsd_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459536K) : nsd_block has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459536K) : metal1_drw has 23 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459536K) : metal1_pin has 6 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459696K) : metal1_mask has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459696K) : metal1_filler has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459696K) : metal1_nofill has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (459856K) : metal1_slit has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460048K) : metal1_text has 6 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460048K) : metal1_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460208K) : metal1_noqrc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460208K) : metal1_res has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460208K) : metal1_iprobe has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460368K) : metal1_diffprb has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460368K) : passiv_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460368K) : passiv_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460528K) : passiv_sbump has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460528K) : passiv_pillar has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460528K) : passiv_pdl has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460528K) : metal2_drw has 1 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460688K) : metal2_pin has 1 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460688K) : metal2_mask has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460688K) : metal2_filler has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460688K) : metal2_nofill has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460688K) : metal2_slit has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460688K) : metal2_text has 1 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460688K) : metal2_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460848K) : metal2_noqrc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460848K) : metal2_res has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460848K) : metal2_iprobe has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460848K) : metal2_diffprb has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460848K) : baspoly_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (460848K) : baspoly_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461008K) : psd_drw has 2 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461008K) : nldb_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461008K) : digibnd_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461168K) : via1_drw has 2 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461168K) : backmetal1_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461168K) : backmetal1_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461328K) : backmetal1_mask has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461328K) : backmetal1_filler has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461328K) : backmetal1_nofill has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461488K) : backmetal1_slit has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461488K) : backmetal1_text has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461488K) : backmetal1_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461648K) : backmetal1_noqrc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461648K) : backmetal1_res has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461808K) : backmetal1_iprobe has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461968K) : backmetal1_diffprb has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461968K) : backpassiv_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (461968K) : res_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462128K) : sram_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462128K) : trans_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462128K) : ind_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462288K) : ind_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462288K) : ind_text has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462288K) : salblock_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462448K) : via2_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462448K) : metal3_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462448K) : metal3_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462608K) : metal3_mask has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462608K) : metal3_filler has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462608K) : metal3_nofill has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462768K) : metal3_slit has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462768K) : metal3_text has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462768K) : metal3_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462928K) : metal3_noqrc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (462928K) : metal3_res has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463088K) : metal3_iprobe has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463088K) : metal3_diffprb has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463088K) : nwell_drw has 1 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463248K) : nwell_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463248K) : nbulay_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463248K) : nbulay_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463248K) : nbulay_block has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463408K) : emwind_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463408K) : emwind_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463408K) : deepco_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463408K) : deepco_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463568K) : mim_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463568K) : edgeseal_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463568K) : edgeseal_bound has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463568K) : substrate_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463568K) : substrate_text has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463728K) : dfpad_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463728K) : dfpad_pillar has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463728K) : dfpad_sbump has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463728K) : thickgateox_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463888K) : pldb_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463888K) : pwell_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (463888K) : pwell_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464048K) : pwell_block has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464048K) : ic_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464048K) : via3_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464208K) : metal4_drw has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464208K) : metal4_pin has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464368K) : metal4_mask has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464368K) : metal4_filler has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464368K) : metal4_nofill has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464528K) : metal4_slit has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464528K) : metal4_text has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464528K) : metal4_opc has 0 polygons
2026-09-09 20:57:30 +0200: Memory Usage (464688K) : metal4_noqrc has 0 polygons
