# Logfile created on 2026-09-09 20:57:39 +0200 by logger.rb/v1.5.3
2026-09-09 20:57:39 +0200: Memory Usage (457004K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/baseline/reference_AION_nand2_o21ai_0.gds
2026-09-09 20:57:39 +0200: Memory Usage (457004K) : Ruby Version for klayout: 3.2.3
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : Loading database to memory is complete.
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/baseline/drc/reference_AION_nand2_o21ai_0.klayout.drc/reference_AION_nand2_o21ai_0_reference_AION_nand2_o21ai_0_topvia2.lyrdb
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : Evaluate switches.
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : tables selected: topvia2
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : deep mode is enabled.
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : FEOL enabled: false
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : BEOL enabled: false
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : OFFGRID enabled: true
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : ANGLE enabled: true
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : PIN enabled: false
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : FORBIDDEN enabled: false
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : RECOMMENDED enabled: true
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : PreCheck DRC enabled: false
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : CONNECTIVITY_RULES enabled: false.
2026-09-09 20:57:39 +0200: Memory Usage (458124K) : Read in polygons from layers.
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_drw has 6 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_mask has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_filler has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_nofill has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_iopc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : activ_noqrc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : biwind_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : biwind_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459084K) : pemwind_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : gatpoly_drw has 5 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : gatpoly_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : gatpoly_filler has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : gatpoly_nofill has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : gatpoly_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : gatpoly_iopc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : gatpoly_noqrc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459276K) : cont_drw has 51 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459436K) : cont_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459436K) : nsd_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459436K) : nsd_block has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459820K) : metal1_drw has 11 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459820K) : metal1_pin has 7 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459820K) : metal1_mask has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459820K) : metal1_filler has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459980K) : metal1_nofill has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (459980K) : metal1_slit has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460332K) : metal1_text has 7 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460332K) : metal1_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460332K) : metal1_noqrc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460492K) : metal1_res has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460492K) : metal1_iprobe has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460492K) : metal1_diffprb has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460652K) : passiv_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460652K) : passiv_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460652K) : passiv_sbump has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : passiv_pillar has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : passiv_pdl has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_drw has 1 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_mask has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_filler has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_nofill has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_slit has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_text has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (460812K) : metal2_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461132K) : metal2_noqrc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461132K) : metal2_res has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461132K) : metal2_iprobe has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461132K) : metal2_diffprb has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461132K) : baspoly_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461132K) : baspoly_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461132K) : psd_drw has 2 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461292K) : nldb_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461292K) : digibnd_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461292K) : via1_drw has 2 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461452K) : backmetal1_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461452K) : backmetal1_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461452K) : backmetal1_mask has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461612K) : backmetal1_filler has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461612K) : backmetal1_nofill has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461612K) : backmetal1_slit has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461772K) : backmetal1_text has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461772K) : backmetal1_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461772K) : backmetal1_noqrc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461932K) : backmetal1_res has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (461932K) : backmetal1_iprobe has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462092K) : backmetal1_diffprb has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462252K) : backpassiv_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462252K) : res_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462252K) : sram_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462412K) : trans_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462412K) : ind_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462412K) : ind_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462572K) : ind_text has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462572K) : salblock_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462572K) : via2_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462732K) : metal3_drw has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462732K) : metal3_pin has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462732K) : metal3_mask has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462892K) : metal3_filler has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462892K) : metal3_nofill has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (462892K) : metal3_slit has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (463052K) : metal3_text has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (463052K) : metal3_opc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (463212K) : metal3_noqrc has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (463212K) : metal3_res has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (463212K) : metal3_iprobe has 0 polygons
2026-09-09 20:57:39 +0200: Memory Usage (463372K) : metal3_diffprb has 0 polygons
