# Logfile created on 2026-09-09 20:57:40 +0200 by logger.rb/v1.5.3
2026-09-09 20:57:40 +0200: Memory Usage (457236K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/baseline/reference_AION_nand2_o21ai_0.gds
2026-09-09 20:57:40 +0200: Memory Usage (457236K) : Ruby Version for klayout: 3.2.3
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : Loading database to memory is complete.
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/aion_chip/flow/regress/AION_nand2_o21ai_0/baseline/drc/reference_AION_nand2_o21ai_0.klayout.drc/reference_AION_nand2_o21ai_0_reference_AION_nand2_o21ai_0_topmetal2filler.lyrdb
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : Evaluate switches.
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : tables selected: topmetal2filler
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : KLayout will use 15 thread(s) in tiling mode.
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : deep mode is enabled.
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : FEOL enabled: false
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : BEOL enabled: false
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : OFFGRID enabled: true
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : ANGLE enabled: true
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : PIN enabled: false
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : FORBIDDEN enabled: false
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : RECOMMENDED enabled: true
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : PreCheck DRC enabled: false
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : CONNECTIVITY_RULES enabled: false.
2026-09-09 20:57:40 +0200: Memory Usage (458196K) : Read in polygons from layers.
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_drw has 6 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_mask has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_iopc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : activ_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : biwind_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : biwind_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459340K) : pemwind_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : gatpoly_drw has 5 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : gatpoly_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : gatpoly_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : gatpoly_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : gatpoly_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : gatpoly_iopc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : gatpoly_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459532K) : cont_drw has 51 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459692K) : cont_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459692K) : nsd_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459692K) : nsd_block has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459884K) : metal1_drw has 11 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459884K) : metal1_pin has 7 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459884K) : metal1_mask has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (459884K) : metal1_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460044K) : metal1_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460044K) : metal1_slit has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460236K) : metal1_text has 7 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460396K) : metal1_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460396K) : metal1_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460396K) : metal1_res has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460556K) : metal1_iprobe has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460556K) : metal1_diffprb has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460716K) : passiv_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460716K) : passiv_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460716K) : passiv_sbump has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460716K) : passiv_pillar has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : passiv_pdl has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_drw has 1 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_mask has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_slit has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_text has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (460876K) : metal2_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461036K) : metal2_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461036K) : metal2_res has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461036K) : metal2_iprobe has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461036K) : metal2_diffprb has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461196K) : baspoly_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461196K) : baspoly_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461196K) : psd_drw has 2 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461356K) : nldb_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461356K) : digibnd_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461356K) : via1_drw has 2 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461516K) : backmetal1_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461516K) : backmetal1_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461516K) : backmetal1_mask has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461676K) : backmetal1_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461676K) : backmetal1_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461676K) : backmetal1_slit has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461836K) : backmetal1_text has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461836K) : backmetal1_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461996K) : backmetal1_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (461996K) : backmetal1_res has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462156K) : backmetal1_iprobe has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462156K) : backmetal1_diffprb has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462316K) : backpassiv_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462316K) : res_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462316K) : sram_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462476K) : trans_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462476K) : ind_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462476K) : ind_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462636K) : ind_text has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462636K) : salblock_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462636K) : via2_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462796K) : metal3_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462796K) : metal3_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462796K) : metal3_mask has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462956K) : metal3_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462956K) : metal3_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (462956K) : metal3_slit has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463116K) : metal3_text has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463116K) : metal3_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463276K) : metal3_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463276K) : metal3_res has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463276K) : metal3_iprobe has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463276K) : metal3_diffprb has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463436K) : nwell_drw has 1 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463436K) : nwell_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463436K) : nbulay_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463436K) : nbulay_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463596K) : nbulay_block has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463596K) : emwind_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463596K) : emwind_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463596K) : deepco_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463756K) : deepco_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463756K) : mim_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463756K) : edgeseal_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463756K) : edgeseal_bound has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463916K) : substrate_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463916K) : substrate_text has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463916K) : dfpad_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (463916K) : dfpad_pillar has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464076K) : dfpad_sbump has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464076K) : thickgateox_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464076K) : pldb_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464236K) : pwell_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464236K) : pwell_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464236K) : pwell_block has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464396K) : ic_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464396K) : via3_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464396K) : metal4_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464556K) : metal4_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464556K) : metal4_mask has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464556K) : metal4_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464716K) : metal4_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464716K) : metal4_slit has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464716K) : metal4_text has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464876K) : metal4_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464876K) : metal4_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (464876K) : metal4_res has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465036K) : metal4_iprobe has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465036K) : metal4_diffprb has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465036K) : heattrans_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465196K) : heatres_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465196K) : pempoly_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465196K) : fbe_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465356K) : empoly_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465356K) : ldmos_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465356K) : pbiwind_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465356K) : digisub_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465516K) : nodrc_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465516K) : text_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465516K) : via4_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465516K) : metal5_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465676K) : metal5_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465676K) : metal5_mask has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465676K) : metal5_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465836K) : metal5_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465836K) : metal5_slit has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465836K) : metal5_text has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465996K) : metal5_opc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465996K) : metal5_noqrc has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (465996K) : metal5_res has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466156K) : metal5_iprobe has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466156K) : metal5_diffprb has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466156K) : radhard_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466316K) : memcap_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466316K) : varicap_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466316K) : flash_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466476K) : intbondvia_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466476K) : intbondmet_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466476K) : devbondvia_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466636K) : devbondmet_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466636K) : devtrench_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466636K) : redist_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466796K) : graphbot_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466796K) : graphtop_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466796K) : antvia1_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466956K) : antmetal2_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466956K) : graphcont_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (466956K) : siwg_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467116K) : siwg_filler has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467116K) : siwg_nofill has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467276K) : sigrating_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467276K) : singrating_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467276K) : graphpas_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467276K) : emwind3_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467276K) : emwihv3_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467436K) : redbulay_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467436K) : smos_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467436K) : graphpad_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467436K) : polimide_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467596K) : polimide_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467596K) : recog_drw has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467596K) : recog_pin has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467756K) : recog_esd has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467756K) : recog_diode has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467756K) : recog_tsv has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467916K) : recog_iprobe has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467916K) : recog_diffprb has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (467916K) : recog_pillar has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (468076K) : recog_sbump has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (468076K) : recog_otp has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (468076K) : recog_pdiode has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (468236K) : recog_mom has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (468236K) : recog_pcm has 0 polygons
2026-09-09 20:57:40 +0200: Memory Usage (468236K) : colopen_drw has 0 polygons
